Text	Emotion
People not resprcting my opinion.	0
 I ’ m rather disappointed at not being able to see my best friend off . 	4
 How dare you speak to me like this . 	0
When my elder sister had a baby girl.  She was the first girl in the family after 19 years of baby boys.	2
 so do I . 	3
Nothing hurts @ndamukong_suh worse than taking away what he loves to do most...Put in quarterbacks on Sunday. #Lions	1
The disease and subsequent death of a close acquaintance. Sadness was accompanied with feelings of powerlessness (I also experienced sadness in the situation described under guilt).	4
When I discovered that I and my friend would be licensed at the first call. This emotion was accompanied by a great relief. It was the coronation of a year of sacrifice and extrene discipline.	2
 and .... Think about it,,,,based on your belief, u don't even lose your #LIFE when u lose your physical #LIFE #UseITdontUseIT	1
My trouser's zipper was open when I was at a public wedding.	0
I thought that I had failed an examination, but when I was informed about the mark, I saw that I had passed it.	2
 My drives were terrible today . I kept slicing the ball into the roughs and sand traps . 	4
 I've been here for 3 years , and I haven't had a raise in all that time.If you like my work , it should be reflected in my pay , and I feel it isn't . 	0
Birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night.  It was very dark and I could not even see my nose.  I did not know that it was the birds till my mother told me so.	1
In fact , now you come to mention it , I 'm a little bit peeved with her . 	0
I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.	0
 Aren't you the pot calling the kettle black ? You're wearing my pants right now ! 	0
 cheese ... 	3
Introducing myself at a first tutorial this year at University.	1
My grandfather's funeral.	4
 That would be convenient . They might as well ask him to fix the electrical wiring . The circuit breakers keep going out all the time . It ’ s really annoying ! 	0
The last time she had walked down this lane she had been too anxious about Susan to notice very much . 	1
When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.	0
My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver.	4
 I don't believe you . 	3
If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . 	4
 Yes , I really weak in maps , I did poorly in high school . 	4
When my dog died.	4
It's all over . I'm bankrupt . 	4
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . 	3
 I am awfully sorry . I didn't think you would mind so much . 	4
Do you have a delight in animals and skill in their management ? 	2
I told Dana I could no longer bear the atmosphere of the city , the right-wing bullies , the Falangists , the deadening work of teaching mostly bored and resentful students . 	0
` I think your friend Billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . " 	0
I was then in the 10th standard and was going to my native place.  The last bus had already left and so I started walking, it soon became quite dark.  The road was a village road and was deserted, I was not even sure if that was the right way.  I finally reached home at 10 P.M.	1
Misunderstood by friends.	0
As a passenger in a vehicle travelling from the steep side of Arthur's Pass in the middle of a sleet-storm, icy roads, sheer chasms to one side, sheer face to the other.	1
If he promised to help you , I'm sure he will help . He's a man of his word . 	3
There was really no reason why Star should be cross . 	0
 Wow , that does sound like it's going to be fun . 	2
A class-mate died after being two months in coma, after a car accident.	4
 The Giants ? 	3
 You ’ re right . 	2
Hi Mark . 	3
` There is exasperation that it is taking so long . 	0
I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.	4
I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.	2
 Oh . Hi Matt . I went snowboarding yesterday and my whole body aches . 	4
The passing away of my mum.	4
At the age of 12 years I always had to take care of my little brother and sister I never could sleep then. I always imagined creepy men sneaking into our house.	1
When my nephew was taken to hospital with meningitis and we did not know what would happen.	4
When my wife told me that the refrigerator had stopped working.	0
Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.	4
 When did you learn to dance ? 	2
 You know what ? You and I had no plans , so I made plans with Mark . What's the problem ? 	0
Tutorial again !  A fearful feeling came to me when I sat on the chair and looked at my fellow students all around.  I was really scared that they would ask me some questions or challenge the ideas that I had presented.	1
 Yes . 	3
I just got laid off . The awful business , you know . 	4
This is often the feeling the bereaved find most difficult to acknowledge , their anger against the dead person for abandoning them to face the world alone . 	0
 Shut up . You should think how to make fortunes , not look for a squabble . 	0
 It's a brick ! I can't believe how stupid I was . Damn it ! 	0
When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.	1
A friend of mine gave birth to a child. Very dangerous delivery. I was afraid for her and for the baby.	1
 What ! I resent that ! 	0
We were camping in the mountains, and a friend and I went for a walk.  It was getting darker and darker and we were not sure of the right way back.	1
My grandfather died. He lived almost as a recluse not caring for himself as well as he should - Dad and we all helped as much as we could, but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed.	4
The Department of Health is aware of the disquiet among dentists . 	1
Sheila Williams was feeling miserable . 	4
 I will . 	3
Comme au match aller, un CSKA sans génie subit la loi des Lillois...jusque dans les dernières minutes? #LDC #LOSC	1
When, for the first time I realized the meaning of death.	1
 Sorry . I didn't know . 	4
I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.	0
 who is he ? 	3
Really afraid to be bipolar and have more problems of self harm than cutting … :'( 	1
 How come ? 	3
When I had a good result in the certificate examination.	2
Guinness is particularly pleased that its own employees can participate in these programmes through matched giving schemes . 	2
 That sucks . 	3
No speeches have yet been greeted with ecstatic cries of ` author , author " -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . 	2
 Why didn't you just call ? I hate sending SMS messages . 	0
 So you'll make the Stars.com deadline , and have us up and running next week ? 	3
Excuse me , what's the screen near your steering wheel for ? 	3
That 's why I 'm not frightened of your report . " 	1
His delight first makes itself evident during his solo for Lise even though technical mistakes keep on happening . 	2
So who does he think he is , anyway , I can't believe the way that my boss has been ordering everyone around lately , I mean , it's now like he is the CEO , or anything . 	0
Fear - paralysing - that I would not be accepted by the God who I believed to be there because I was \morally bankrupt\" (before becoming a Christian and realising that that was why Christ came to free us from sin and to forgive us)."	1
saw  on the tv stand. they smelled like a combination of and #shame. if that b*tch thinks i'm wearing them...	1
When others let me down, fail to keep agreements.	0
If the weatherman's predictions are accurate , it should rain tomorrow . 	3
Value and source of  we know  God knows  of the #Lord  Job 28 #RCCAtlBible	1
 The movie theater is always so crowded on the weekends . I like to go to the movies during the week . 	3
 Actually they ’ re expecting the baby to come on my birthday . 	2
 How was it ? 	3
 Can I stop by ? 	3
Why ever did he bother to write them out ? the landlady asked , gravely vexed and insulted . 	0
I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out.	4
The day I finished my military service.	2
 Three days . 	3
Robert Stephenson , when John met him after the week 's delay , was amused at the story of the Triumph of Rhyll . 	2
 I'm sorry . We're still going . I got reservations for all of us on the 31st . It will be OK . Trust me . 	4
 I know . Three dollars for milk . 	3
 Why not ? 	3
 Yes , Deborah and I are going to buy a new home in Woodlawn . 	2
A friend of mine promised to come with me to the cinema but he didn't come.	0
When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by.	1
Modigliani was plagued and anxious because of the difficulty of finding models , and when one had been found he waited in a state of tension for fear of being let down . 	1
 Honey ... 	3
 I'm positive . 	3
I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.	2
@DrAttai Don't know many who can take a cancer diagnosis lightly, too much #uncertainty #anxiety #bcsm	1
I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay 500 Shillings.	0
When my mother was seriously ill and had to be admitted to the hospital.	1
 A teacher . 	3
 Fine ! I want a divorce ! 	0
Walking home in the dark from college.	1
 So do I . 	3
While drinking a soft drink, I had the impression of swallowing   a piece of glass so I went to the district hospital and got admitted there.	1
But it was not a happy smile . 	2
In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure.	0
 I'm sorry.My car's taken . 	4
 Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year . 	3
 It sure is 	3
Harry released her and once again his expression was downcast . 	4
How about seconds , Victor ? 	2
 I guess so . 	3
As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover . 	4
 part-timer ? Is that a new buzzword ? 	3
When do you usually go to the movies ? 	3
 I got the message . I'm quiting . 	0
Arriving home from work after a long and tiring day to find no dinner prepared as I had expected.	0
When our school was raided by the pupils of the boys secondary school who beat us up.	1
 Yes ? 	3
Insulted for no reason.	0
When a friend wouldn't speak to me and wouldn't tell me why.	0
 They didn ’ t let me go until the next morning . 	0
 I got it . 	3
A boy phoned me at night and wanted to talk to me for 30 minutes outside.  I thought that he would reveal what he felt and would question me on our relationship.  I treated him as a friend and did not want any misunderstandings.  Therefore I refused to meet him and told him that I would see him the coming day.  I was very unhappy as I feared having hurt him and got him into trouble.	1
At Portsmouth , Lily Lee creatively amplifies a passage from Machiavelli 's The Prince , inscribing a chilling statement in a bold agitated hand . 	1
I saw in a movie a block on which affluence and poverty existed. I saw that the rich made no attempts to help the poor.	0
My brother came to tell me about some problems we had in the  family.  I felt sad because I thought that if my mother had not gone away when this brother was younger, things would have been different.	4
When I fell in love with \X\".  Overnight I felt confidence, self-esteem,    responsible and worthwhile."	2
 I guess you are right.But what shall we do ? I don't feel like sitting at home . 	3
 Why not ? 	3
Delighted to be taken for another ride in another car , the little boy chuckled . 	2
Thank you you guys for all the support we will be playing at either 3 45 or 5 so come watch your favorite team 	1
My being admitted to university.	2
Before taking an exam.	1
 Nice meeting you , too . 	2
When my dad passed away.	4
I was anxious to find out what the sellers had to say about my counter-offer . 	0
In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.	0
When someone threw a firecracker into my room at 7:00 am in the morning.	0
Cigarette ? 	3
 3 weeks 	3
In the dark an unreal figure formed by a shadow.	1
 Well , who all is going to be there ? 	3
@TooCrazyFox Most people the #blacksheep and also #scared of their shadows! One who lurks in the darkness is a mystery!	1
I'm afraid of the darkness . 	1
His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . 	1
 For me ? 	3
The commercial ethic meant some deterioration in standards , while the cutbacks in the Overseas News department , one of the glories of Bush House , caused much dismay in the public communications world . 	1
Sir : I am writing to say how delighted I am with your magazine ! 	2
Loneliness. It can cause a bad effect-- when we least expect it and have the lowest tolerance for it. I only want it when I'm reading. 	1
I had to leave Den Helder and all friends and acquaintences, after having spend two weeks there with my friends.	4
I overturned in a canoe a few years back and I didn't know how to swim. Although I had a life-jacket on I still panicked.	1
My boyfriend and I were getting dressed up and putting make-up on to go to a Halloween Party. We were dressing up to be two mimes. It was very enjoyable and I thought we looked really good, it was an accomplishment. We were alone in his house.	2
And so it begins...the countdown to a  and the possibility of an almost-new life  	1
 Promise that you won't get angry . 	1
Congratulations , Vivian . You won the grand prize , again . 	2
 I will . 	3
I was subject to false accusations, and got very angry.	0
When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.	1
Why am I being charged $ 10 for a movie that I never ordered ? 	0
During an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that I ask them too much money for the petrol.	0
My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.	0
During the Physics experiment session I did not understand the content of the experiment and did not know how to do it.	4
When I saw my younger sister being bothered by a boy she did not know.	0
Attempted rape by 5 guys - held my arms behind my back and molested me, constantly threatening to beat me. Penetration did not occur as the driver of the car stopped that.	1
 Oh , yes . 	3
 $ 60 . 	3
My elder brother often criticizes my mother's cooking.  Once he did it very impolitely and lost his temper.  This made all of us very sad.  I was very angry and I scolded him.  He asked me not to interfere with what was his buisness.	0
 you said it . Good beer , good music , and on top of that , there are so many hot girls here ! 	0
I was told to do something I did not want to do.	0
 The parents are horrified and I am totally disgusted . 	1
When Alain 's mother finally went inside with a few rueful shakes of her head and a pleased look on her face , Jenna decided to risk all . 	2
Flight BE407 to Rome is delayed . Will passengers please wait in the lounge . 	0
When I was a kid, I always opened the door to greet my father when he came back from work.  One day it so happened that his hair was scattered due to over-crowding in the train, and when I opened the door as usual I saw something else.  I was so scared that I could not talk.	1
My Lord Mayor , I 'm delighted to have this opportunity to debate the Government 's health reforms again . 	2
 You go ! 	3
 What time ? 	3
 Perhaps you can try the three minutes date , the latest type . 	3
Sonny , alarmed at the deathly pallor of his half-sister 's face , had jumped into the trap and had driven furiously to the village for the doctor . 	1
When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university.  I was satisfied and happy and the cumulative anxiety disappeared.  I only wanted to cry out that I had succeeded.	2
 Even those . It'll be very romantic , I think . You'll have loads of fun . 	2
He shows his annoyance with some intimidating facial expression , backed up by a sparse selection of adjectival punctuation invariably using the ` f " word , which he uses with considerable effect . 	0
 I wasn't done talking to you . 	0
 Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! 	2
The day was high and bright , the salt tang seasoning the after-pulse of summer heat which still hung in the air , but nothing could shift my sense of despondency , nagging depression . 	4
I was emotionally happy when I was in love with the girl I had longed for.	2
@stebax You gotta feel the - and #sing it anyway! :) (Said by me, former girl child soloist. (I was good - semi-pro.)	3
Furuseth was furious with himself . 	0
It does at times reveal a certain despair over her present situation -- a fact that is rather concerning . 	4
 I ’ m so sorry to hear that . 	4
 I need to come to grips with his death first . And I also need to prepare a eulogy in case I'm asked to speak tomorrow . 	4
 It's time I left . 	2
When my brother was held up and robbed.	0
 Don ’ t worry . I will call Hanson , and ask him to help you . 	2
My friend will find out that I am in love with her.	1
I felt it when on duty in the hospital I understood that I was not afraid to face death, that I also helped a little to relieve the pains of a patient.	2
When a girl left me.	0
When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned.	0
Passing away of my father.	4
 Oh , yes . Beautiful . 	2
When I got engaged to a boy of my choice.	2
Whatever I want , she wants , and she 's pleased at how things have turned out . 	2
 I ’ m sorry sir . This computer is not broken or damaged . It ’ s simply just too old ! That ’ s why your programs and applications are running slow . There really isn ’ t much I can do . 	4
The Doctor looked horrified . 	1
I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me.	4
 Typical you , always wanting to keep the best things for yourself . The more I appreciate the gift now . 	2
Oh , my God ! I've been cheated ! 	0
When I was cycling to school, I nearly got knocked down by a car which (overtook me too closely) did not give me any swerving space.	1
As it was , I felt thrilled to be walking on the same ground that young Thomson had trodden long before . 	2
 What ? 	3
 It's no use complaining.If we had got enough money , we wouldn't put up with it ! 	0
 Then can you wait a few minutes ? I want to finish writing this letter . 	3
My parents are divorced, father pays alimony for me. Two years ago my sister who lives with father, suddenly asked mother for money. As she considered the amount of money my mother offered her too small, she brought an action against mother. I was terribly angry with my sister.	0
Athelstan gasped with excitement and went round to rouse the coroner . 	2
 I should've just stayed on the bus . 	4
 How horrible ! 	4
My mother had not come home at midnight.  She had forgotten to tell me about it.  I was very young and all alone at home.	1
I planned to travel a distance of 20 kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent.	0
Once I woke up in the middle of the night and felt frightened as everyone else was sleeping and I could not even go to their room.	1
Wren 's grief-stricken mother gives all her daughter 's possessions to Luna . 	4
 Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars ! 	0
 John is in prison now . He was copped outstealing . 	3
 My boss . 	3
When I was looking for a job I felt a lot of fear but the fear was greater when I found it.	1
Court sounded almost indignant . 	0
 I'll give it a try . Give me a call and let's go down together . 	2
 Sorry , I couldn ’ t help you . 	4
Some horses become excited and upset if something goes a bit wrong when they are in harness , such as chains or ropes becoming entangled around their feet . 	2
When I went up the stairs in a high, dark house full of shadows, passed a door and had the feeling that someone or something was behind me, although I knew I was alone.	1
My biggest is loosing you, so please don't make me ever face that fear. You have no absolutely no idea how much you mean to me.	1
When I was charmed by my relatives.	0
 Bingo ! 	3
Renewed contact with an earlier friend.	2
When I gave birth to a child and saw that it was normal when it was put against my breast.	2
One of the four ads is for insurance , another for Sherwood 's and the other two draw the attention of anxious patients to a particular service offered by local solicitors . 	1
 Getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . 	0
 I was late for work because of them . 	0
 I'm so sorry , I .. I didn't realize it was that loud . 	4
I felt this emotion when my name was announced on the radio that I had been selected to come to  School for Health Sciences to take a training course as a Medical Assistat.	2
The proprietress seemed delighted to see them . 	2
 I try to keep it to myself . But there is a lot of gossip about us . 	4
The death of my grandfather.	4
China winning the Asian Olympic games (TV).	2
When a person the same age as me insisted that I call him \Mister\".  I refused to succumb, but he persisted and I got angry as he had belittled me."	0
 Yeah . 	3
I 'm really frightened .  	1
Costly experiments on the teeth of live dogs or primates , not to mention the public disquiet about such animal testing , might be avoided and delays reduced . 	1
 I want to take them to court for arresting me . 	0
When I asked my girlfriend to marry me.	2
What happened to originality? Everybody is following the same trend. Nobody wants to step out of the box. is a #bitch!	1
 What ? 	3
My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.	4
Her stumbling repetition masked a growing delight at his basic error . 	2
 Yes . 	3
 No , we live in the suburbs . What about you ? 	3
 I know . But things have changed . I guess I've settled down . 	3
The Training Sub-Committee is extremely concerned at the amount of pressure Trainers are under and feel there is an urgent need for a group of people to begin training now . 	1
 Why not ? 	2
Fear of sexual overtures from a close relative in the family.	1
I broke a window of a neighbouring house and I feared my mother's judgement and action on what I had done.	1
It feels good being close to another person.	2
I have been afraid several times. What marked me was that I almost didn't enter University.	1
 My stress level is pretty much what is usually is . 	4
 Not always . It depends on the transmission of the satellite signals . 	3
When I slipped on a glazed frost road and a car almost ran into me.	1
I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.	1
 I am sorry , sir . But may I see your driver's license and insurance policy , PLS ? I have to give you a ticket . 	4
 Oh , that's so nice of you ! Thank you very much . 	2
Please don't let the dismay of the pro-Ford lobby colour your judgement in future road tests . 	1
 I got caught cheating . I feel so ashamed . The teacher saw me and told me I failed . 	4
` I am heartbroken because football has been my whole life . " 	4
 Why ? 	3
Don't get agitated . 	1
For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   	1
I was happy when at difficult times I could find support in my friend and my fiance, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul.	2
I heard of the death of a closefriend of mine.  I had gone camping with him shortly before his death and the whole thing seemed very  sudden to me. 	4
It made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house.	4
When I think that I will probably never have a genuine contact with my parents.	4
 OK . 	3
When one of my closest friends failed to make it to the third year of university.	4
Topaz was indignant , some of her fear dissipating . 	0
sometime I don't even have to talk to my kids, I give them certain looks and they know exactly what to do..... 	1
 Fine . 	3
When I had my first oral examination after a long time; especially one day before the examination when I had the feeling that I had not studied enough and had not enough time to make up for it.	1
 Froth ? 	3
Nothing could wash away the beastliness of that house or the horror of the sight of Phyllis Henley 's body , but he felt the need to try . 	1
I was very sad at hearing that my grandfather had passed away.	4
The women wait anxiously and when the boat returns one of its crew has been lost , causing inconsolable grief to his young wife . 	4
 Certainly ! 	3
When my half brother became seriously ill with cancer and died later.	4
 Are you sick ? 	3
The ambassador dithered so Benjamin stormed out , grasped a frightened servant and made him take us to where Clinton was sitting with the Lady Francesca in a small bower built against the chateau wall . 	1
Returning to the campuses in a state of excitement , they sensed victory over the authorities , but had to secure the release of their arrested colleagues . 	2
When there is danger nearby.	1
Two fierce eyes glared at the terror-stricken sailors . 	1
 Why not ? 	0
` Didn't seem too pleased about something . " 	2
 It's just too bad . I have to leave it as it is , and thank you just the same . 	4
 If you don't think twice about the rides and go on every ride that you can , you'll have a good time . 	2
The Sheffield Wednesday striker was livid at finding himself back on the bench just 28 minutes after being sent on as a second-half substitute at Norwich on Saturday . 	0
When my brother went out with my new shirt that I adored, and returned it dirty with grease.	0
I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.)	2
THE Italian writer Primo Levi died on 11 April 1987 , to the dismay of his readers . 	1
 You and I have been together for a whole year , and our vacation time should be about the two of us ! 	0
 At least if there 's a human being there you can talk about the deal ,  says Legal & General 's Michael Payne with just a trace of exasperation . 	0
 Well , I have the day off from work . 	3
Some economists feel deep disquiet at the use of food grains to produce motor spirit . 	1
At an important moment in a volleyball game we made a point and by this we won a set from a much stronger competitor.	2
When I was a child I had a grass-parakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room, did not notice him and stepped on him. A few days later he died.	4
When I was robbed in a bus.	0
 I also want to check out this video . 	3
 I'd enjoy that . 	2
When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.	0
 yeah it is . 	3
When I crashed my car and it had to be scrapped then.  It was my fault and I feel depressed as I miss the car.	4
I felt a stifled anger against her . 	0
The day that my boyfriend appeared at home with a pair of rings for our wedding.	2
The Gorengs made their home in the former diplomatic quarter , the area which had , to the glee of the Chinese in the Toku-ru warehouse , been accidentally shelled by the malai navy on invasion day . 	2
 I agree . 	2
I feared that I was pregnant.  It was not planned and I would have been compelled to have an abortion, which I would not have liked at all.  Fortunately, after a week's anxiety, I got to know that I was not pregnant.	1
 It can ’ t be helped . 	3
 Thanks , Professor . See you later ! 	2
During a fight with my best friend.	0
 Yeah , Cal Ripen just hit a home run . 	3
One year, when I went to a camp, I was chased by a dog.  I tried hard and finally managed to escape from it.  My torch suddenly went off and we talked about ghost stories and I thought that there were ghosts.	1
 But she means a lot to me . 	4
 Here you are . 	2
I had a schoolmate who went to the hospital as her brain was bleeding.  She fell unconscious for three days and when I went to see her I saw the miserable state the family was in.  Moreover I could not do nothing for her.  I was very sad.  Finally, she died.	4
Did you see Ally Mabel last night ? 	2
Staying alone in the dark.	1
` Jane , my darling , it 's not because she 's mad that I hate her . 	0
In 1977 when my friend was caught by a crocodile.  We were swimming in a river on whose banks our primary school was situated.  When my friend was caught, he was on the banks of the river and some of us were still in the middle of the river.  I was very frightened.	1
She was tingling with excitement . 	2
 Do you ? 	3
My cousins were playing at home and one of them broke a decorative object which was very precious to me.	0
 to perform You're Gonna Go Far Kid by Offspring on my next tour! having regrets #TWLOHA @TWLOHA	1
Saw some young people fighting for seats on a bus.	0
When I felt being treated unjustly by a teacher.	0
Even so , becoming angry when travel arrangements go wrong can hardly help . 	0
 Hello Todd . 	3
We were riding in a friend's car.  He was driving very fast and suddenly a another car crossed the road in front of us.  My friend had to turn the car rapidly.	1
@DougSloan People, a majority according gallup nationwide, support legalizing marijuana, so why don't Dems? #racism #closemindedness	1
I'm busy year in and year out , but now I've done nothing . 	4
According to Sheila , Caan was enraged and charged at her . 	0
I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.	1
 no problem . 	3
 $ 59.95 . 	3
For the more depressed and lonely people who have few if any outside contacts , counselling can appear to deepen the very feelings that it is seeking to alleviate , especially in the early stages . 	4
 Why ? 	3
When I tried to put up a tent some years ago, I was teased and hindered by my cousin.	0
 Not so soon . It ’ s not my birthday today . Well , you ’ ll come , won ’ t you ? 	2
 How could you ? I reminded you just this morning . 	0
I went home late one evening and saw that the security lights were off.  I got inside the gate and just then I realized that the dogs may be outside.	1
It was a week before the higher level results were announced.  I had tried and failed many times and this was the last time that I was taking the exam.  I knew that if i failed again I woulld have to enter the society.  I imagined things during this period - I dreamt that I had entered university and it was a nice experience.  When I thought about the future, an unexplainable fear rose in me.  I feared being a worker and not having a bright prospect, I also feared the criticism of my relatives as my brother had gone to university.  Whenevr I thought of this issue I could not eat or concentrate, and my heart beat increased.	1
 I ’ ll stand in with you if you like . I ’ Ve got nothing else to do . 	3
 OK , see you later . 	2
 Perfect , and I like her charming eyes too . 	2
Some time ago I was present at the wedding party of two close friends of mine.	2
 Very well , consider me gone . 	0
Rex watched in horror as the black claw tore Bill 's left arm from its socket and flung it far up the street . 	1
This was at secondary school, a prefect framed up some case and took it to the deputy head-master.  I was called by the head-master and he threatened to suspend me.	1
 Poor girl ! 	3
Shifted from Melbourne to Brisbane. All my old school friends gave me a party and I had to say good-bye to them all.	4
When India won the Prudential cup by beating West-Indies in the final match and became the world cricket champion.  West-Indies was the strongest of the eight countries which participated in the competition.	2
When I feel helpless after having tried to help someone without any result.	4
Some people were sitting outside and saying things which were not really true.	0
You can't get very excited when she brings home half-price loo rolls and stale cough sweets . 	2
 Silly me ! 	4
 It's 112 . 	3
 Sure . Once you get the hang of it , it ’ s a piece of cake ! It ’ s nothing to worry about . 	2
Happy Mother's Day , Mom ! 	2
 What ’ s wrong ? I thought we agreed that you were gonna quit smoking . 	0
I was watching a sad film and it affected me deeply.	4
My grandmother died.	4
Mary , how was your date with john ? 	3
My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I didn't know that she had come. I couldn't see her. She held my shoulders standing behind me.	2
When I got into an argument with someone and was very abusive, but they were a close friend and I later regretted it.	4
He was concerned that the room must be left just as Durance would have wished . 	1
` You could have lent it to me , " Paula said , peeved . 	0
I experienced it when I was accepted at the Medical Higher Institute.	2
 Yes . 	3
 if you got to class by riding a bicycle every day instead of driving , you will get lots of exercise , too ! 	3
When I knew the feelings of a beloved person.	2
Scoring a goal in football match.	2
 Sure . 	3
I feel fear when I only imagine I could lose confidence in my own abilities and powers. A similar feeling I feel sometimes before an exam.	1
Bathsheba was watching his expression closely , and she had never been more miserable . 	4
When I was 10/11 years old my father travelled very much for his work (he passed three months away from home).	4
I am joyfull to be alive every night.	2
It was the first time I met him (my boyfriend Mr.W).  It was during the first term Summer vacations.  We met each other while handing in our homework.  He invited me have a trip with him and we were together till 8 P.M.	2
 Yeah , I'm very nauseous . It's mostly nausea and a fever . 	4
` I still feel quite peeved about it ; well , more than that really . " 	0
Driving back , she managed to keep her anger in control . 	0
 Of course . 	3
@OfficialPWG was a great closer for 2011. Awesome night. #SteenWolf was still the best and will be hard to top.	1
is the lock andand #laughter the key to your heart. ❤	1
 You ’ re right . 	3
 Not from this brand , I'm afraid . 	4
Have you ever felt so angry about men that you 've been moved to write a song about it ? 	0
 I can show it to you now , if you like . I think it goes back about 8 generations so far . 	3
 Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . 	0
When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.	1
 It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . 	0
bulls need to complete signandtrade for crawford, sign bulter.. the rest of the league can sit back and pull the covers up their chins 	1
You're spending a very long time on my hair . 	0
 Sure . 	3
Fear of thief.	1
At the death of a close relative.	4
An infuriated Charles ordered the battering of Newgate , where artillery breached the wall and hit the nearby Carmelite house ( now Whitefriars Museum where Civil War will be displayed ) supposedly killing two of the occupants . 	0
When I saw a good friend again after not having seen her for a long time.	2
Neil Kinnock was happy that his deputy should spell out his commitment to equality as Labour 's objective . 	2
Getting ill.	1
I met a girlfriend again after not seeing her for several months.  I saw her in a discotheque.  We do not like discotheques but we went there because we knew we would meet there.	2
I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.	1
 Oh doctor , I feel so foolish . 	4
 My washing machine isn't working . 	4
LAUSANNE , Switzerland --- The IOC is miffed that baseball hasn't opened the sport to professionals for the Olympics .	0
Gary 's expression became even more anxious . 	1
